"ROI.name"	"Stage"	"Ontogeny"	"Cell"	"ROI.id"	"point"	"x"	"y"
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	7	1751.79926749716	-364.253687387681
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	8	1777.16102776936	-364.069906516143
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	9	1774.77187643937	-376.750786652243
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	10	1773.11784859553	-385.388487614514
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	11	1773.30162946707	-392.739722476021
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	12	1767.42064157786	-400.090957337528
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	13	1765.58283286249	-405.236821740583
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	14	1764.48014763326	-411.301590501327
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	15	1754.57064344785	-409.500386222862
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	10	16	1744.14799463575	-407.443284483631
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	1	1691.27043596233	-362.551843791469
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	2	1706.16018251796	-362.049906104607
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	3	1715.62285051842	-359.992804365376
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	4	1721.79415573611	-357.250002046402
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	5	1731.11968362062	-352.587238104145
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	6	1732.35394466416	-376.723898511119
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	7	1731.94252431632	-396.197794975836
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	8	1730.70826327278	-406.894724019836
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	9	1716.71997144601	-406.346163556041
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	10	1710.54866622832	-410.871787382349
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	11	1700.40029764811	-412.106048425887
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	12	1701.4974185757	-403.603361237067
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	13	1695.05183312611	-396.88349555558
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	14	1696.83465463345	-387.832247902965
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	15	1699.30317672052	-379.055280482247
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	11	16	1697.10893486534	-370.552593293427
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	1	1732.5968784163	-351.329889576766
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	2	1734.27608439308	-341.096445717158
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	3	1733.01042040155	-335.400957755275
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	4	1731.42834041214	-330.971133784923
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	5	1730.16267642061	-322.269693843159
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	6	1730.16267642061	-319.580157861159
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	7	1742.0282763412	-317.839869872806
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	8	1752.31179627237	-322.4279018421
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	9	1761.80427620884	-321.004029851629
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	10	1767.18334817284	-322.269693843159
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	11	1770.03109215378	-325.275645823041
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	12	1775.25195611884	-326.857725812452
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	13	1781.42206807755	-330.021885791276
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	14	1784.90264405425	-334.451709761628
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	15	1785.69368404896	-346.317309682216
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	16	1785.0608520532	-350.747133652569
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	17	1781.10565207967	-355.809789618686
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	18	1778.57432409661	-359.606781593274
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	19	1777.30866010508	-362.454525574215
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	12	20	1752.22567622501	-363.062319534196
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	1	1691.09203327751	-361.452159761017
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	2	1689.79792819619	-347.905286745532
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	3	1687.56403048677	-339.940955781508
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	4	1687.56403048677	-329.839853095429
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	5	1691.93469991825	-324.01229385346
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	6	1703.29844044009	-320.807136270378
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	7	1713.20529115144	-320.807136270378
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	8	1724.27765371118	-319.350246459886
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	9	1728.45407116792	-319.544498434618
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	10	1729.32820505422	-320.127254358815
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	11	1729.23107906685	-322.943907992433
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	12	1730.68796887734	-331.199616918555
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	13	1733.40749652359	-340.777909122631
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	14	1730.94937411834	-350.968359259603
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	15	1720.4897402039	-356.549499621119
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	16	1715.24493688612	-358.880523317907
"lateglobular.ep.vascularprecursor"	"lateglobular"	"ep"	"vascularprecursor"	13	17	1706.50359802317	-360.82304306523
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	1	1689.53930184956	-417.148584808221
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	2	1682.84427058481	-409.60330810394
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	3	1678.35628693137	-404.068128264697
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	4	1674.31710164328	-397.485752239652
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	5	1668.93152125915	-390.005779483919
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	6	1664.74273651594	-384.769798554906
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	7	1662.64834414433	-378.78582035032
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	8	1661.60114795853	-369.361054678096
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	9	1664.74273651594	-368.164259037179
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	10	1677.30909074557	-367.56586121672
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	11	1688.52904987917	-365.770667755344
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	12	1690.17464388543	-363.227477018395
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	13	1695.85942317979	-370.557850319013
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	14	1698.25301446162	-378.78582035032
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	15	1694.10625274478	-397.013423498288
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	16	1700.64660574346	-404.068128264697
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	17	1699.61117855057	-411.999121743103
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	14	18	1696.12121719831	-413.009373713494
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	1	1778.59156405909	-363.870095937322
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	2	1787.92740506874	-362.617727021393
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	3	1791.34295665764	-363.528540778432
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	4	1796.35243232136	-366.602537208441
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	5	1803.17791172727	-368.004852766452
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	6	1809.35091758937	-368.45359370459
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	7	1811.2141468875	-374.664358031679
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	8	1809.97199402208	-379.788238601528
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	9	1807.02188096672	-386.930617577681
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	10	1802.67434593775	-392.520305472062
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	11	1796.9293889352	-400.439029989101
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	12	1793.20293033894	-404.320757693532
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	13	1784.97366760555	-412.86055864328
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	14	1781.09193990112	-417.518631888598
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	15	1779.06723511325	-419.506541483816
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	16	1771.44149404322	-414.69506199915
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	17	1765.6314056089	-411.699235150207
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	18	1766.26688403141	-405.072103029818
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	19	1768.2641019307	-400.53297144051
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	20	1774.34653826037	-393.088795634045
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	15	21	1774.43732089216	-385.281489300436
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	1	1778.65539902962	-362.939927391247
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	2	1780.55969224125	-358.999635634533
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	3	1786.58740966893	-350.729046605858
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	4	1786.78417624903	-346.197671719753
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	5	1785.6858333819	-332.797888740752
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	6	1788.43169054973	-329.502860139359
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	7	1799.63478779446	-326.317665824678
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	8	1803.03965068257	-328.514351558941
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	9	1811.05755361263	-325.6586601044
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	10	1817.42794224199	-324.670151523982
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	11	1816.54926794829	-335.214243048441
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	12	1816.10993080143	-342.463305971507
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	13	1813.3640736336	-350.371374614852
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	14	1811.71655933291	-357.949940398057
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	15	1810.61821646578	-364.539997600844
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	16	1809.92347109988	-367.262920527038
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	17	1803.94038848473	-367.09900045539
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	18	1796.6459452964	-365.705679846383
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	19	1792.38402343356	-362.837078592545
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	16	20	1787.95818149907	-361.525718019362
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	1	1661.55564111746	-368.565183331998
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	2	1661.0226994361	-361.099029148477
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	3	1660.44809311557	-350.099422441067
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	4	1660.11974664669	-342.054933953558
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	5	1659.54514032615	-335.980524279317
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	6	1659.38096709172	-329.331508284539
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	7	1665.04494367986	-328.510642112344
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	8	1676.20872362171	-327.936035791808
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	9	1685.89494445361	-328.510642112344
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	10	1686.63372400858	-329.906114605076
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	11	1686.7158106258	-339.756508671413
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	12	1688.93214929073	-347.800997158921
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	13	1689.75301546292	-361.509462234574
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	14	1688.27545635297	-364.628753688914
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	15	1677.44002288	-366.680919119401
"lateglobular.ep.groundtissue"	"lateglobular"	"ep"	"groundtissue"	17	16	1665.16993759741	-367.331398751404
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	1	1698.20281682032	-317.629929513368
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	2	1690.32381036157	-310.187862378894
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	3	1690.34829966342	-302.645450676771
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	4	1690.34829966342	-295.005856776192
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	5	1692.93400836823	-289.481842725004
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	6	1702.6891821182	-288.541585014164
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	7	1710.68137266035	-288.776649441874
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	8	1716.20538671154	-288.071456158744
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	9	1721.49433633501	-288.894181655729
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	10	1725.02030275067	-290.77469707741
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	11	1728.19367252475	-286.426005164773
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	12	1734.65794428678	-285.368215240077
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	13	1739.24170062713	-285.720811881642
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	14	1740.41702276568	-292.772744712946
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	15	1740.76961940724	-302.998047318336
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	16	1740.76961940724	-311.342834502045
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	17	1741.87265129362	-317.263550052026
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	18	1730.35247231263	-319.03529748481
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	19	1728.67331949965	-319.020783536039
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	20	1724.08209493911	-318.447551756532
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	21	1713.40109226482	-319.993433673799
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	18	22	1703.03335241328	-320.107399869587
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	1	1658.95476577906	-328.753654008601
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	2	1651.7695524403	-321.326672855985
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	3	1652.25803932515	-313.510882698345
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	4	1654.4073816185	-306.67206631041
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	5	1657.53369768156	-300.712526315209
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	6	1661.93007964523	-294.948381073949
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	7	1668.08501439437	-290.942788618159
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	8	1672.9698832429	-288.304959439955
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	9	1678.44093635325	-283.5177879684
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	10	1682.2511340551	-284.690156492046
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	11	1683.71659470965	-287.32798567025
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	12	1685.865937003	-291.822065010893
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	13	1687.33139765756	-292.994433534539
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	14	1689.38304257394	-294.459894189097
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	15	1689.67613470485	-309.798382373466
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	16	1697.19883273158	-318.004962038988
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	17	1701.59521469525	-320.154304332339
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	18	1691.53238486729	-323.182923018425
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	19	1687.03830552665	-328.656946883059
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	20	1686.21431445669	-327.782621747467
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	21	1676.21947446284	-327.109632874387
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	19	22	1664.9686008456	-327.650434327725
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	1	1761.40066984654	-320.139737857361
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	2	1758.79948240286	-316.490398305743
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	3	1758.43983422297	-308.817903801361
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	4	1759.75854421591	-301.385174750242
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	5	1765.03338418767	-294.91150751217
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	6	1767.67080417355	-290.355963900193
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	7	1774.50411959152	-289.9963157203
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	8	1779.89884228991	-295.271155692062
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	9	1785.41344771494	-301.624940203503
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	10	1791.52746677311	-305.820835635587
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	11	1794.88418311878	-310.736027427457
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	12	1796.92218947151	-316.969929212267
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	13	1799.1999612775	-321.16582464435
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	14	1799.38230832259	-325.335852726649
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	15	1787.88875182177	-328.525090637347
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	16	1784.4808151969	-332.444217755946
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	17	1782.07492728221	-329.373205487041
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	18	1776.23690115887	-326.091131832342
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	19	1770.42307661931	-324.69116193437
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	20	20	1767.75901392008	-321.514618972568
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	1	1767.82895705476	-289.110060713412
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	2	1768.3155551859	-284.845216007889
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	3	1770.23619201583	-281.890390115691
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	4	1771.71360496193	-274.355584090586
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	5	1772.00908755115	-270.366569136119
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	6	1778.21422192477	-275.242031858245
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	7	1781.16904781696	-276.719444804344
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	8	1786.63547571753	-276.423962215125
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	9	1792.54512750193	-281.003942348031
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	10	1798.60252058093	-286.913594132427
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	11	1806.43280919526	-291.641315559944
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	12	1813.37665004192	-301.539982298808
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	13	1819.28630182632	-307.301892788594
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	14	1822.32847426404	-314.211089487848
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	15	1822.00899171245	-319.003327761684
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	16	1818.29814761085	-323.512598178567
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	17	1811.14606364228	-324.3470079749
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	18	1803.05722719017	-327.335704090529
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	19	1800.26165828878	-325.471991489599
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	20	1800.06944826982	-320.748212501383
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	21	1797.61658352113	-316.722363909473
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	22	1795.75030604275	-310.476294034307
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	23	1792.26901783922	-305.107402186663
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	24	1786.32681210573	-301.002107141017
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	25	1780.89642794648	-294.885032237636
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	21	26	1775.44039501276	-288.706024725808
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	1	1689.94359536662	-293.821525433778
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	2	1686.3324388706	-291.22400763836
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	3	1683.0512914033	-283.952275413529
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	4	1679.06070664577	-282.444721171796
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	5	1679.68146427472	-279.518292349608
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	6	1691.03246091836	-268.788053334918
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	7	1702.02873891688	-267.103139770627
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	8	1710.85512410831	-264.036353814996
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	9	1728.04194846599	-262.761298067279
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	10	1735.86114280294	-259.306305220719
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	11	1738.04324354813	-269.489442031631
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	12	1738.95245219196	-279.30889538501
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	13	1738.95245219196	-283.309413417869
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	14	1739.19755253065	-285.121706255153
"lateglobular.ep.innercell"	"lateglobular"	"ep"	"innercell"	22	15	1734.67002510857	-284.417075745746
